label,path,prediction
drums,moisesdb/moisesdb_v0.1/ea29ab4d-7f72-4331-b2a4-d3945c754211/drums/41830df3-b27d-4fae-9226-4cfad456d1a6.wav,speech
drums,moisesdb/moisesdb_v0.1/ea29ab4d-7f72-4331-b2a4-d3945c754211/drums/9fc67bc0-82c7-4291-914d-b2e880272a42.wav,drum
vocals,moisesdb/moisesdb_v0.1/ea29ab4d-7f72-4331-b2a4-d3945c754211/vocals/6152520c-6622-4902-8392-447c7b23755b.wav,speech
vocals,moisesdb/moisesdb_v0.1/ea29ab4d-7f72-4331-b2a4-d3945c754211/vocals/d30aebc0-821a-41a5-b823-8141553c8110.wav,speech
guitar,moisesdb/moisesdb_v0.1/ea29ab4d-7f72-4331-b2a4-d3945c754211/guitar/4a764bf0-b245-42fb-b73b-899616600ba3.wav,speech
guitar,moisesdb/moisesdb_v0.1/ea29ab4d-7f72-4331-b2a4-d3945c754211/guitar/2c72842f-97b1-4063-aa8a-c0baf99fb7c3.wav,guitar
bass,moisesdb/moisesdb_v0.1/ea29ab4d-7f72-4331-b2a4-d3945c754211/bass/19075ad9-0dfb-4381-b98e-4f4a8a5505b1.wav,bass guitar
guitar,moisesdb/moisesdb_v0.1/46bc5393-7753-44ae-913b-bd5fa8f33e98/guitar/c2462c3b-a0e1-495e-afcd-c3317ceee922.wav,zither
bass,moisesdb/moisesdb_v0.1/46bc5393-7753-44ae-913b-bd5fa8f33e98/bass/71249cff-94c8-4b98-8759-c7f61239e263.wav,bass guitar
percussion,moisesdb/moisesdb_v0.1/46bc5393-7753-44ae-913b-bd5fa8f33e98/percussion/0cbc4ab9-c6c0-42ce-b3fb-bfea21ddea3b.wav,glockenspiel
percussion,moisesdb/moisesdb_v0.1/46bc5393-7753-44ae-913b-bd5fa8f33e98/percussion/9aeb1c1e-78cf-4093-83c9-199fb54ce398.wav,maraca
drums,moisesdb/moisesdb_v0.1/6ceda40a-88bc-4e98-87c3-dd5c91725d41/drums/efcc55e5-c91a-4592-a318-53c2e7b71534.wav,speech
vocals,moisesdb/moisesdb_v0.1/6ceda40a-88bc-4e98-87c3-dd5c91725d41/vocals/4e1ba79e-9573-4535-8ac1-690a44a0b98a.wav,speech
other_keys,moisesdb/moisesdb_v0.1/6ceda40a-88bc-4e98-87c3-dd5c91725d41/other_keys/b679926c-3916-48d5-9f2d-78a201fa1f0c.wav,speech
guitar,moisesdb/moisesdb_v0.1/6ceda40a-88bc-4e98-87c3-dd5c91725d41/guitar/4afa939e-d1c6-4b4b-8303-d88dfc1280ba.wav,speech
guitar,moisesdb/moisesdb_v0.1/6ceda40a-88bc-4e98-87c3-dd5c91725d41/guitar/80896a5b-a89f-48cf-a9cc-b93b2bfc1fde.wav,guitar
guitar,moisesdb/moisesdb_v0.1/6ceda40a-88bc-4e98-87c3-dd5c91725d41/guitar/93d58df2-0020-4a40-8e44-fc1a40d208ce.wav,speech
guitar,moisesdb/moisesdb_v0.1/6ceda40a-88bc-4e98-87c3-dd5c91725d41/guitar/b0ef90ff-b4ab-4056-92e3-7b08741c59ed.wav,speech
guitar,moisesdb/moisesdb_v0.1/6ceda40a-88bc-4e98-87c3-dd5c91725d41/guitar/d0164ab9-26a9-4f29-80a8-811d5baa1e9e.wav,speech
bass,moisesdb/moisesdb_v0.1/6ceda40a-88bc-4e98-87c3-dd5c91725d41/bass/fd134324-9808-47ec-8495-729a9eca250b.wav,speech
percussion,moisesdb/moisesdb_v0.1/6ceda40a-88bc-4e98-87c3-dd5c91725d41/percussion/ef7d81ef-598c-450c-ba2e-6f3bb7f423d7.wav,speech
drums,moisesdb/moisesdb_v0.1/ed7576a1-2fed-4736-8368-74ac347a0718/drums/a9e5f708-4c52-4fda-b5e0-a020833f57ac.wav,speech
drums,moisesdb/moisesdb_v0.1/ed7576a1-2fed-4736-8368-74ac347a0718/drums/23183deb-5e4f-46ac-a952-cc46b5cedfc4.wav,speech
drums,moisesdb/moisesdb_v0.1/ed7576a1-2fed-4736-8368-74ac347a0718/drums/dfe99e0d-77e6-459b-b9c6-4374ab50231f.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/ed7576a1-2fed-4736-8368-74ac347a0718/drums/40f1c32e-3733-4ed6-ae58-f7a49984572d.wav,speech
vocals,moisesdb/moisesdb_v0.1/ed7576a1-2fed-4736-8368-74ac347a0718/vocals/0bb425a0-0aa7-4752-b323-71124c89e8ea.wav,speech
vocals,moisesdb/moisesdb_v0.1/ed7576a1-2fed-4736-8368-74ac347a0718/vocals/fbc6c5bc-5ab2-43be-9597-0cca953e2e52.wav,speech
guitar,moisesdb/moisesdb_v0.1/ed7576a1-2fed-4736-8368-74ac347a0718/guitar/f06c02d5-9f4e-4c5d-829a-cf678c83f155.wav,guitar
guitar,moisesdb/moisesdb_v0.1/ed7576a1-2fed-4736-8368-74ac347a0718/guitar/959c73c3-4b85-4dc1-b469-53df20e9c01e.wav,guitar
bass,moisesdb/moisesdb_v0.1/ed7576a1-2fed-4736-8368-74ac347a0718/bass/c77c2a9a-b6ab-42d6-a476-c34d43ce40f6.wav,guitar
piano,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/piano/4020ae67-d534-40ec-aec2-5ac9bb93fe50.wav,electric piano
bowed_strings,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/bowed_strings/b24f13d3-add5-4d16-9986-c27fa59b77fb.wav,cello
drums,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/drums/d319e235-87fa-4472-9c72-82211def8594.wav,drum
drums,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/drums/429372bc-763d-46a5-aac7-62764c5d2359.wav,drum machine
drums,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/drums/77097d5a-311c-4482-890a-534343ad6a11.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/drums/c29a7e8e-3670-4eda-9d3e-a33b69b608a9.wav,cymbal
drums,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/drums/f66eee41-a2b3-4041-a3c2-4310552d052a.wav,drum machine
vocals,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/vocals/610a5ff5-9d7c-42cf-9689-b20eea0322a2.wav,hi-hat
vocals,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/vocals/1644aa89-beb4-4562-b845-d0ace6e4eed1.wav,speech
guitar,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/guitar/7140f01c-96d1-4619-aff3-353b251d2bb8.wav,speech
guitar,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/guitar/ddb98745-9efe-4dc6-b03c-839c2a1b979b.wav,zither
guitar,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/guitar/5faabb79-9f30-41c4-aa05-65004872a776.wav,speech
bass,moisesdb/moisesdb_v0.1/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4/bass/7ed0a774-b921-485b-828f-eb64fdba068c.wav,guitar
drums,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/drums/f0b86b29-492f-479e-99fa-d1cfb9b586ff.wav,drum machine
drums,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/drums/f502c2c2-b699-4fc6-984f-1f308e37a828.wav,speech
drums,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/drums/a92ae2f5-c5de-4b63-9c7a-7c5c51b1dcfa.wav,speech
drums,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/drums/770d46a2-d11f-4578-95a7-ae88744025f5.wav,speech
vocals,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/vocals/546ba393-400f-4d7d-af8e-46f96ab0c052.wav,choir
vocals,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/vocals/c0cbaf2e-4538-4da8-9376-dcafbcc94263.wav,speech
other_keys,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/other_keys/666f464b-64c5-40f0-bb6f-525c0312c81c.wav,synthesizer
other_keys,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/other_keys/c127ebd5-9404-4045-a0f2-7b0187376980.wav,speech
other_keys,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/other_keys/a847f533-16cd-48fe-8c8a-2c089311d4f9.wav,brass instrument
other_keys,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/other_keys/d88f75a3-945b-4efe-b1d8-d2b522d98654.wav,speech
other_keys,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/other_keys/e6d6d189-5af1-4360-a573-ff686b656665.wav,speech
bass,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/bass/08d0434e-857c-4ac8-b14f-b348c040e77c.wav,speech
bass,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/bass/029777e7-ae58-4662-8e2f-11450133c808.wav,speech
percussion,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/percussion/9a307e23-d2e7-432b-b53e-76fd15a4bbed.wav,speech
percussion,moisesdb/moisesdb_v0.1/fa46f72c-696d-45bc-bcc5-2b3305800565/percussion/47f0f664-1996-4d80-a4a8-e963e92acd55.wav,drum machine
drums,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/drums/1b97eb81-de95-445d-9945-1760e9608b9a.wav,speech
drums,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/drums/9786e262-b487-4f2e-b0ed-3949f7449029.wav,speech
vocals,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/vocals/c6df8f32-f7ff-4cdc-a6ac-258cebc8e576.wav,speech
vocals,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/vocals/42ba14db-0ee3-4d9c-9239-5d3da1975ed4.wav,speech
other_keys,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/other_keys/2ddc5886-2730-428f-90d1-8c7d51bb7d6a.wav,synthesizer
other_keys,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/other_keys/cf1b4eb8-5d59-42df-b327-5671cfe5b48e.wav,speech
other_keys,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/other_keys/788aba09-d470-4308-b59a-5f772c4477d8.wav,speech
other_keys,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/other_keys/94e0bb19-0777-4ccf-80d3-bda6127959c3.wav,speech
other_keys,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/other_keys/672aef1b-7bf6-451d-85c0-c4cce7b65ce7.wav,speech
other_keys,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/other_keys/3eef9ae2-c9c4-47a3-a742-f67f8bda4f44.wav,speech
other_keys,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/other_keys/cea2f8c2-0769-43f9-b47a-ec249b9cdfd3.wav,speech
bass,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/bass/ce2e05ec-05ba-45a5-9048-967742a0a537.wav,speech
percussion,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/percussion/ba6eb02d-40c1-4370-a148-80baed26f5ab.wav,speech
percussion,moisesdb/moisesdb_v0.1/7180bffa-dd48-49b9-bc02-f6e3f7f165b0/percussion/1250c92d-4603-4ae0-b0b4-d855eb39f320.wav,drum machine
piano,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/piano/73aed36a-a0cd-423e-810a-502456827063.wav,speech
drums,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/drums/3f9236e0-1a66-4613-bbdb-db17c05a4c17.wav,drum kit
vocals,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/vocals/7dd7ecf8-542c-4656-875f-81a707188728.wav,speech
other_keys,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/other_keys/d476ece8-de18-4001-a3bd-3f4ed60f8926.wav,speech
other_keys,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/other_keys/acb9bc06-d91d-4333-b9fc-15d2134181d1.wav,theremin
guitar,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/guitar/f8b45ee6-c825-4bcd-842a-6ff303a8125e.wav,speech
guitar,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/guitar/2eb9e3a3-5bcc-4334-a7a7-8d69f02274da.wav,speech
bass,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/bass/b09f6706-d5cf-49b8-afbe-3631c57133bf.wav,speech
percussion,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/percussion/317b6f6d-245e-49c4-adc2-269b4f842653.wav,speech
percussion,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/percussion/84ea94e3-9027-4c57-8bad-74e9f1911a64.wav,speech
percussion,moisesdb/moisesdb_v0.1/e4de8632-6f69-4c63-8081-f4c2b77b40df/percussion/9d02203d-4eba-4028-8a44-8f56baad4b1f.wav,speech
drums,moisesdb/moisesdb_v0.1/ebea0f1d-8e23-469e-8eed-5269a9c684f0/drums/466a0aac-ecf6-49d3-8bf7-091390221973.wav,tick
vocals,moisesdb/moisesdb_v0.1/ebea0f1d-8e23-469e-8eed-5269a9c684f0/vocals/1191ba04-c20b-40f6-a422-97871132e0ef.wav,speech
vocals,moisesdb/moisesdb_v0.1/ebea0f1d-8e23-469e-8eed-5269a9c684f0/vocals/2637efc0-9b90-459f-9eb9-6e40e2389ae1.wav,speech
other_keys,moisesdb/moisesdb_v0.1/ebea0f1d-8e23-469e-8eed-5269a9c684f0/other_keys/a9d674fc-4059-4a52-b0e8-63aa9f95686a.wav,speech
other_keys,moisesdb/moisesdb_v0.1/ebea0f1d-8e23-469e-8eed-5269a9c684f0/other_keys/53511972-16a8-4810-8735-c120851e4b1d.wav,speech
guitar,moisesdb/moisesdb_v0.1/ebea0f1d-8e23-469e-8eed-5269a9c684f0/guitar/98d32235-20d0-4917-83e5-4f344a4e658c.wav,speech
guitar,moisesdb/moisesdb_v0.1/ebea0f1d-8e23-469e-8eed-5269a9c684f0/guitar/12196794-650b-4515-995b-ce63af51ced0.wav,guitar
guitar,moisesdb/moisesdb_v0.1/ebea0f1d-8e23-469e-8eed-5269a9c684f0/guitar/e6e20e48-9fe8-467c-919c-5f96c619a0a2.wav,speech
bass,moisesdb/moisesdb_v0.1/ebea0f1d-8e23-469e-8eed-5269a9c684f0/bass/40940a5e-d41f-4faa-8563-4b6ed5aba00c.wav,speech
bass,moisesdb/moisesdb_v0.1/ebea0f1d-8e23-469e-8eed-5269a9c684f0/bass/f0f32a98-4b74-4ad6-8a22-cd163297ce89.wav,synthesizer
drums,moisesdb/moisesdb_v0.1/7524054e-dc67-47e0-8c26-ea1d4d70d2fb/drums/043eb5dc-bb2c-4a29-8fa0-8bdab64e7fb6.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/7524054e-dc67-47e0-8c26-ea1d4d70d2fb/drums/387d560a-2e97-47ea-847b-3a9942bcebaa.wav,drum
drums,moisesdb/moisesdb_v0.1/7524054e-dc67-47e0-8c26-ea1d4d70d2fb/drums/326526b8-4518-4c3f-b07d-d8173587b1ec.wav,drum
vocals,moisesdb/moisesdb_v0.1/7524054e-dc67-47e0-8c26-ea1d4d70d2fb/vocals/e2c6fd30-4e9f-4916-998c-ac48cf16fce8.wav,speech
wind,moisesdb/moisesdb_v0.1/7524054e-dc67-47e0-8c26-ea1d4d70d2fb/wind/f23d05a9-cad5-431f-8497-c90fe1bbfb5e.wav,saxophone
guitar,moisesdb/moisesdb_v0.1/7524054e-dc67-47e0-8c26-ea1d4d70d2fb/guitar/be90ad95-079e-4226-b58a-b8248850aa64.wav,guitar
bass,moisesdb/moisesdb_v0.1/7524054e-dc67-47e0-8c26-ea1d4d70d2fb/bass/3348ee44-bb6e-4f5d-9a3a-02b028798f60.wav,bass guitar
piano,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/piano/fcec429c-3d47-419e-8927-ae75f52307af.wav,keyboard (musical)
bowed_strings,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/bowed_strings/fa7157e6-3278-4586-9689-e92588b4eba6.wav,speech
drums,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/drums/e784fbef-95c9-4999-92ab-c2992936c548.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/drums/9e17d431-167f-44d6-9926-d78afeafb54b.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/drums/3f38e55a-58f2-49b4-9d41-77833a3c21d4.wav,drum machine
drums,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/drums/5b0b7360-55e0-4bf2-813c-d75d01e449e9.wav,tick
drums,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/drums/9403c3b6-2233-4774-9f49-4bd43d67326b.wav,hi-hat
vocals,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/vocals/ca4980ac-c625-4807-88d6-8d63f54db500.wav,singing
vocals,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/vocals/8c74e818-1794-4a93-87d9-b471be3372c2.wav,speech
guitar,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/guitar/dee1fec3-ddea-45c0-9f51-309accc5c9e8.wav,guitar
bass,moisesdb/moisesdb_v0.1/4a896cde-57c6-4646-b610-1b0b654d0349/bass/feb2b146-149d-4fa2-acfd-3b4032bac571.wav,bass guitar
drums,moisesdb/moisesdb_v0.1/78ef22ce-472f-4f82-8656-16df73b9465f/drums/beb29dc2-bb25-45c5-bf77-7e4c10e64b6f.wav,drum
drums,moisesdb/moisesdb_v0.1/78ef22ce-472f-4f82-8656-16df73b9465f/drums/5f5bffd4-751c-45d8-b661-7b13a8fdb657.wav,drum
drums,moisesdb/moisesdb_v0.1/78ef22ce-472f-4f82-8656-16df73b9465f/drums/e7f60bfc-f986-4097-851f-132bcff5a9ba.wav,hi-hat
vocals,moisesdb/moisesdb_v0.1/78ef22ce-472f-4f82-8656-16df73b9465f/vocals/b7c34503-aedd-4098-87f3-38eed8e80e0f.wav,speech
wind,moisesdb/moisesdb_v0.1/78ef22ce-472f-4f82-8656-16df73b9465f/wind/173981af-a135-4fa7-ad72-1d78c7c36f11.wav,saxophone
guitar,moisesdb/moisesdb_v0.1/78ef22ce-472f-4f82-8656-16df73b9465f/guitar/0c73c482-9cbb-417e-bdbc-f083782dc35a.wav,guitar
bass,moisesdb/moisesdb_v0.1/78ef22ce-472f-4f82-8656-16df73b9465f/bass/19ef1d12-693b-4285-afa1-71baf630a2ab.wav,bass guitar
piano,moisesdb/moisesdb_v0.1/25be35fb-ab11-485c-9b71-4fcb46ef3c2a/piano/068d51cc-413a-44be-95b6-a7db9af6d940.wav,glockenspiel
piano,moisesdb/moisesdb_v0.1/25be35fb-ab11-485c-9b71-4fcb46ef3c2a/piano/5e3c0d53-7e5e-4d42-8ebf-f80d7da82383.wav,piano
drums,moisesdb/moisesdb_v0.1/25be35fb-ab11-485c-9b71-4fcb46ef3c2a/drums/950d14f7-21b1-4ff8-9788-c6742560a9d7.wav,speech
vocals,moisesdb/moisesdb_v0.1/25be35fb-ab11-485c-9b71-4fcb46ef3c2a/vocals/3c24148b-113f-4e74-8c81-a01a9e2fcc70.wav,speech
vocals,moisesdb/moisesdb_v0.1/25be35fb-ab11-485c-9b71-4fcb46ef3c2a/vocals/400d70c4-81b5-46ea-83dc-7bf4edfbd348.wav,speech
bass,moisesdb/moisesdb_v0.1/25be35fb-ab11-485c-9b71-4fcb46ef3c2a/bass/00593354-ccf3-473b-993f-efbe2b70c3a1.wav,bass guitar
drums,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/drums/8fe9e4e3-07dd-4f07-a6d7-4fe98522a619.wav,drum machine
drums,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/drums/913a247b-686d-40e2-aac8-07945971bb24.wav,cymbal
drums,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/drums/93ce6889-f6ba-454e-b219-dcce42b41648.wav,drum
drums,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/drums/b88152d4-c79a-4b51-a0fa-a6e0e3f5e10e.wav,cymbal
drums,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/drums/86998494-968b-439a-8d3a-c40d4a448c1e.wav,drum
vocals,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/vocals/df35cc70-2401-4b01-ac4c-2f990ab766ad.wav,speech
vocals,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/vocals/81d961df-0f18-474b-b0c5-8aad6e1a41f6.wav,speech
other_keys,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/other_keys/2a02aad4-894b-4e8f-b761-0334bc235b07.wav,keyboard (musical)
guitar,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/guitar/8cc312a6-49cc-428e-aa3f-d0886b152bb9.wav,speech
guitar,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/guitar/2355162c-13f3-45e0-ba1a-9d9afd92fd9f.wav,guitar
bass,moisesdb/moisesdb_v0.1/825f697d-5fcd-4429-ba33-23163c726ca7/bass/6b84e4c9-41b7-4a4b-99be-ab4ff6923078.wav,bass guitar
piano,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/piano/d87ad654-a0ca-455e-8403-1be72d77804d.wav,tubular bells
bowed_strings,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/bowed_strings/755a6d2e-d17c-45c7-a2d5-15cac5b67c1a.wav,speech
drums,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/drums/51aab289-181a-40d9-a74c-f2be4dab77a3.wav,speech
drums,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/drums/83da79af-89b1-4c99-8f44-81da811856a7.wav,speech
drums,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/drums/66d5fafa-c1fa-4539-b918-65e0e4810ce9.wav,speech
drums,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/drums/62849f07-83b8-4208-b43c-b2bf30a5e6fa.wav,drum machine
drums,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/drums/6d82f422-7698-4f7e-aa0f-357ae10a553f.wav,speech
vocals,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/vocals/88f864ea-a555-4e85-84bc-9cf1f891815b.wav,speech
vocals,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/vocals/d5afaab2-9e09-420b-9a90-16775017d15d.wav,chant
other_keys,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/other_keys/82a6e860-5d6f-430f-8fe5-ccffd22f4bad.wav,speech
other_keys,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/other_keys/31ae1c43-22a5-4283-a9e6-55566cd0b900.wav,speech
guitar,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/guitar/0fefc927-bc57-45a1-a6b8-4b6ef713f063.wav,guitar
guitar,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/guitar/fa429f29-7f5d-4767-a4a9-04ee06d7b6d8.wav,speech
guitar,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/guitar/7b6d4e35-65d9-4067-b52a-50de34ec776a.wav,guitar
bass,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/bass/ebf535a5-305f-47de-b05b-fc6c28df9a0f.wav,bass guitar
percussion,moisesdb/moisesdb_v0.1/13f233aa-a2e5-4683-8533-2f1e344b55b4/percussion/7c781ac0-5df8-4b5d-8b82-e36b46ad5fca.wav,speech
drums,moisesdb/moisesdb_v0.1/b876b54b-6007-4d36-a6f4-efed8829d5fc/drums/f778eee9-0234-4c60-b537-69f7b820ca88.wav,speech
drums,moisesdb/moisesdb_v0.1/b876b54b-6007-4d36-a6f4-efed8829d5fc/drums/4ad5b211-373a-4c6d-9565-cc43f88d0dd5.wav,speech
drums,moisesdb/moisesdb_v0.1/b876b54b-6007-4d36-a6f4-efed8829d5fc/drums/751933a5-bf09-488b-a12a-2e3cf1da7b98.wav,speech
drums,moisesdb/moisesdb_v0.1/b876b54b-6007-4d36-a6f4-efed8829d5fc/drums/d0518f60-078f-462b-862c-cb54b969da8a.wav,speech
vocals,moisesdb/moisesdb_v0.1/b876b54b-6007-4d36-a6f4-efed8829d5fc/vocals/4ff8af75-4aec-4f3d-8b08-de022e00041d.wav,speech
wind,moisesdb/moisesdb_v0.1/b876b54b-6007-4d36-a6f4-efed8829d5fc/wind/9cf819be-b393-4bbd-b8f7-d77bd803bada.wav,speech
guitar,moisesdb/moisesdb_v0.1/b876b54b-6007-4d36-a6f4-efed8829d5fc/guitar/5670c76a-bc61-434f-ad37-b1d61c253b6b.wav,guitar
bass,moisesdb/moisesdb_v0.1/b876b54b-6007-4d36-a6f4-efed8829d5fc/bass/032f1575-a154-4107-b023-5788cad4c751.wav,speech
piano,moisesdb/moisesdb_v0.1/8ce11544-9a6f-4f1e-ac2f-fc10343f15c8/piano/fa9348ee-1eac-4d65-b512-a63018331f5e.wav,speech
bowed_strings,moisesdb/moisesdb_v0.1/8ce11544-9a6f-4f1e-ac2f-fc10343f15c8/bowed_strings/13153f86-f2ac-4c73-905b-aa34f79d6c9e.wav,speech
drums,moisesdb/moisesdb_v0.1/8ce11544-9a6f-4f1e-ac2f-fc10343f15c8/drums/fd81965f-548c-4558-a031-657babcc2476.wav,drum
drums,moisesdb/moisesdb_v0.1/8ce11544-9a6f-4f1e-ac2f-fc10343f15c8/drums/52e2e157-6bb1-44c8-9285-de21a23d973b.wav,drum
drums,moisesdb/moisesdb_v0.1/8ce11544-9a6f-4f1e-ac2f-fc10343f15c8/drums/d4e326a6-6a77-454d-b679-6488147a8bff.wav,speech
